ID,Common_name,Latitude,Longitude
4402,Killer whale / Orca,52.305873,-129.948255
4403,Killer whale / Orca,49.4825,-124.067222
4427,Muskrat,57.32639,-106.17167
4428,Muskrat,69.33333,-134
4429,Muskrat,45.93444,-64.21194
4430,Muskrat,54,-72
4431,Muskrat,55,-98
4432,Muskrat,52.15,-97.71667
4433,Muskrat,55,-115
4434,Muskrat,67,-100
4435,Muskrat,59.88889,-119.88278
4436,Muskrat,64.36,-136.91306
4437,Muskrat,55,-125
4438,American marten,55.5,-60.16667
4439,American marten,55,-59.16667
4441,American marten,56.5,-61.75
4442,American marten,57.5,-62
4443,American marten,58.08333,-62.5
4444,Greater one-horned rhino,26.63333,93.38333
4473,Black rhinoceros,-3.5,35.75
4474,Waterbuck,-3.5,35.75
4475,Desert warthog / Cape warthog,-3.5,35.75
4476,American bison / Wood bison / Plains bison,53.2,-105.75
4517,Harp seal,53.5,-50
4518,Musk ox,73.25,-121.5
4519,Pyrenean chamois,42.83333,12.83333
4521,Tatra chamois / Alpine chamois,49.06667,20
4543,Stoat / Short-tailed weasel / Ermine,53.55,-113.5
4544,Polar bear,63.16667,-88.5
4545,Ringed seal,75,-141
4547,Long-tailed weasel,58.45,-111.06667
4549,Mink / American mink,58.45,-111.06667
4550,American red squirrel,58.45,-111.06667
4551,Northern flying squirrel,58.45,-111.06667
4552,Snowshoe hare,54.37139,-113.44917
4553,Franklin's ground squirrel,58.45,-111.06667
4554,Porcupine / North American porcupine,58.45,-111.06667
4556,Skunk / Striped skunk,58.45,-111.06667
4557,Beluga whale,48,-69.66667
4558,Beluga whale,48,-69.66667
4559,Beluga whale,56.90167,-78.28194
4560,Southern red-backed vole,45.595278,-78.523333
4561,North American river otter,55.51194,-110.59333
4587,Masked shrew,45.595278,-78.523333
4588,Woodland jumping mouse,45.595278,-78.523333
4589,American bison / Wood bison / Plains bison,44.66667,-110.46667
4590,Eastern chipmunk,45.595278,-78.523333
4591,Northern short-tailed shrew,45.595278,-78.523333
4593,Impala / Black-faced impala,-23.755,31.31111
4594,Ethiopian wolf,7,39.75
4595,Common pipistrelle,55.65833,13.08333
4597,Darwin's leaf-eared mouse,-31.5,-71.1
4599,Darwin's leaf-eared mouse,-31.5,-71.1
4600,Olive grass mouse,-31.5,-71.1
4601,Olive grass mouse,-31.5,-71.1
4602,Elegant fat-tailed opossum,-31.5,-71.1
4603,Elegant fat-tailed opossum,-31.5,-71.1
4610,Marsh deer,-18,-56
4612,Pampas deer,-18,-56
4618,Bighorn sheep,35,-117.83333
4619,Bighorn sheep,44.50028,-114.25028
4620,Bighorn sheep,47.50028,-100.00028
4621,Bighorn sheep,39.25028,-116.75028
4622,Bighorn sheep,44.00028,-120.5
4623,Bighorn sheep,38.895,-77.03667
4625,Indiana myotis,38.21167,-86.12167
4626,Grizzly bear / Brown bear,43,-5
4629,Grey whale / Gray whale,37,-128
4633,Polar bear,71.18861,-179.715
4635,African elephant,3.88278,33.87444
4644,Sea otter,60.615,-147.16806
4645,Harbour seal,58.78333,-3.28333
4646,Harbour seal,59.13333,-3.11667
4703,Banded mongoose,-0.06667,30
4710,Straw-coloured fruit bat,0.31667,32.58333
4718,Golden monkey,2,33
4719,Common warthog / Desert warthog,2,33
4720,Greater kudu,2,33
4721,Lesser kudu,2,33
4724,Chimpanzee,2,33
4726,African lion / Asiatic lion,-0.25,30.18639
4728,Sperm whale,0,-90.5
4729,Harp seal,55,-50
4734,African elephant,-2.66667,37.25
4735,African elephant,-2.77861,38.77167
4736,African elephant,-2.77861,39.77167
4737,African elephant,-8.85,37.44889
4738,African elephant,-2.32111,34.78556
4739,African elephant,-8.16639,32.54972
4740,African elephant,-7.53167,34.65583
4741,African elephant,-4.16972,38.26694
4742,African elephant,-6.92167,31.30139
4743,African elephant,-6.92167,31.30139
4744,African elephant,-5.77667,31.88278
4745,African elephant,-18.31667,25.13333
4746,African elephant,-12.01306,37.35306
4747,African elephant,-15.76667,31.68333
4748,African elephant,-18.80528,20.78417
4749,African elephant,-18.80528,20.78417
4750,African elephant,-17.97,22.46472
4751,African elephant,-24.08333,30.2
4752,African elephant,-24.38556,27.61639
4753,African elephant,-24.01139,31.48528
4754,African elephant,-24.18333,30.65194
4755,African elephant,-24.75722,26.2975
4756,African elephant,-24.01139,31.48528
4757,African elephant,-34.04833,23.03306
4758,African elephant,-24.20639,31.17472
4759,African elephant,-27.68556,32.61556
4760,African elephant,-24.49028,26.77889
4761,African elephant,-33.39167,25.60917
4762,African elephant,-23.96667,31.06667
4763,African elephant,-25.15,27.2
4764,African elephant,-27.50472,31.28778
4765,African elephant,-22.23889,29.29
4766,African elephant,-27.64,32.23028
4767,African elephant,-24.3075,27.85694
4768,African elephant,-24.15083,31.37194
4769,African elephant,-24.37417,31.34
4770,African elephant,-26.94583,32.47694
4771,African elephant,-24.2275,30.96806
4772,African elephant,-23.68333,31.03333
4773,African elephant,-27.32139,30.5075
4774,African elephant,-26.61806,31.75056
4775,African elephant,-26.24944,31.88333
4776,African elephant,-11.36667,32.11667
4777,African elephant,-16.46556,25.44472
4778,African elephant,-17.25417,23.42528
4779,African elephant,-17.43333,25.03333
4780,African elephant,-12,33.25
4781,African elephant,-13.8675,26.96056
4782,African elephant,-12.78139,32.59611
4783,African elephant,-12.15,26.11667
4784,African elephant,-15.45361,29.67472
4785,African elephant,-12.9,30.88333
4786,African elephant,-15.6725,29.05222
4787,African elephant,-11.84417,32.185
4788,African elephant,-17.56417,27.54056
4789,African elephant,-17.53333,30.51667
4790,African elephant,-18.93333,28.6
4791,African elephant,-16.95722,28.59472
4792,African elephant,-16.91306,28.24917
4793,African elephant,-17.76444,27.92833
4794,African elephant,-17.35861,27.76194
4795,African elephant,-16,29.08
4796,African elephant,-17.68333,32.66667
4797,African elephant,-17.93139,28.25806
4798,Greater horseshoe bat,53,-2
4799,Greater horseshoe bat,53,-2
4800,Lesser horseshoe bat,53,-2
4801,Lesser horseshoe bat,53,-2
4802,Lesser horseshoe bat,53,-2
4803,Lesser horseshoe bat,52.56667,-2.66667
4804,Sea otter,52.80056,173.13167
4805,Sea otter,51.78806,178.30278
4806,Sea otter,51.38694,-178.96306
4807,Sea otter,51.87278,-176.19556
4808,Sea otter,54.95139,-162.42417
4809,Grey wolf / Gray wolf,48.00056,-88.83333
4812,Northern hairy-nosed wombat,-22.35556,146.7
4817,Northern fur seal,57.4,-170.24667
4819,Stoat / Short-tailed weasel / Ermine,55.73333,13.46667
4835,American marten,43.06917,-89.40861
4836,North American badger,43.06917,-89.40861
4837,Bobcat,43.06917,-89.40861
4838,American black bear,43.06917,-89.40861
4839,Coyote,43.06917,-89.40861
4840,Grey fox,43.06917,-89.40861
4841,White-tailed jack rabbit,43.06917,-89.40861
4842,Red fox,43.06917,-89.40861
4843,North American river otter,43.06917,-89.40861
4844,White-tailed deer,46.01389,-91.48278
4845,White-tailed deer,44.21306,-90.07889
4846,White-tailed deer,44.07222,-88.76139
4847,White-tailed deer,44.77778,-91.99472
4848,White-tailed deer,42.99389,-89.2975
4849,Beaver,46.00556,-91.28889
4850,Beaver,45.58917,-89.34417
4851,Beaver,44.7675,-90.12583
4852,Barbary macaque,35.90083,-5.41722
4853,Barbary macaque,35.24861,-5.43389
4854,Barbary macaque,35.225,-5.14056
4855,African elephant,12,-15
4856,Spanish ibex,41.82722,-8.02417
4857,Spanish ibex,41.86583,-7.97111
4858,Spanish ibex,41.84889,-8.15889
4859,Arabian oryx,22.21972,41.8575
4860,Steller sea lion,56.74167,-154.785
4869,European roe deer,41.7075,12.40139
4872,Mexican prairie dog / Mexican prairie marmot,25.1,-100.95889
4873,Mexican prairie dog / Mexican prairie marmot,25.06583,-100.98611
4874,Mountain pygmy possum,-36.5,148.33333
4875,Mountain pygmy possum,-36.5,148.33333
4876,Vicuna,-18.24444,-69.35389
4877,Mountain pygmy possum,-36.5,148.33333
4878,Mountain pygmy possum,-36.5,148.33333
4887,Long-haired grass mouse,-39.63333,-73.11667
4889,Rodrigues flying fox,-19.71667,63.41667
4890,Gray-headed flying fox,-37.82806,144.97778
4892,Northern short-tailed shrew,40.16667,-79.26667
4894,Grizzly bear / Brown bear,61.26556,16.28083
4895,Koala,-27.43,151.71389
4903,Arctic hare / Mountain hare,53.34944,-1.83306
4904,Harbour seal,52.91944,0.0675
4905,Harbour seal,56.41528,-3.0175
4906,Harbour seal,57.61056,-3.81611
4907,Harbour seal,58.99722,-3.00028
4908,Harbour seal,60.47833,-1.23111
4909,Harbour seal,57.74611,-7.15778
4910,Harbour seal,56.84861,-5.77694
4911,Harbour seal,56.47278,-5.5725
4912,Harbour seal,56.38028,-6.02667
4913,Harbour seal,57.51639,-6.43583
4914,African lion / Asiatic lion,-2.33333,34.56667
4916,African lion / Asiatic lion,-3.17222,35.56667
4917,Arabian oryx,22.13417,59.24278
4918,Saiga antelope,46.03333,70.2
4919,Ganges River dolphin,25.365,86.07694
4920,Samoa flying fox,-14.3,-170.7
4921,Insular flying-fox / Tongan flying fox,-14,-170
4922,Sumatran orangutan,2.96778,97.45389
4923,Chimpanzee,1.61667,31.36667
4926,Chimpanzee,-4.70528,29.62139
4928,Chimpanzee,5.57722,-7.00028
4929,Long-tailed wattled bat,-41,172
4941,Harp seal,49.36667,-53.75
4942,Humpback whale,49.75,-53.183333
4943,Minke whale,49.75,-53.183333
4944,Harbour seal,49.75,-53.183333
4945,Fin whale,49.75,-53.183333
4955,African wild dog,-28.25944,31.90472
4963,Grey wolf / Gray wolf,44.49667,-111.05583
4976,Olive baboon,-1.49,35.14389
4977,Common eland / Eland,-1.49,35.14389
4978,African elephant,-1.49,35.14389
4979,Giraffe,-1.49,35.14389
4980,Grant's gazelle,-1.49,35.14389
4981,Hartebeest / Swayne's hartebeest,-1.49,35.14389
4982,Impala / Black-faced impala,-1.49,35.14389
4984,Thomson's gazelle,-1.49,35.14389
4985,Topi / Tsessebe antelope,-1.49,35.14389
4986,Common warthog / Desert warthog,-1.49,35.14389
4987,Waterbuck,-1.49,35.14389
4988,White-bearded wildebeest / Blue wildebeest,-1.49,35.14389
4989,Burchell's zebra / Plains zebra / Common zebra,-1.49,35.14389
5000,Olive baboon,-1.22667,35.12278
5001,Common eland / Eland,-1.22667,35.12278
5002,African elephant,-1.22667,35.12278
5003,Giraffe,-1.22667,35.12278
5004,Grant's gazelle,-1.22667,35.12278
5005,Hartebeest / Swayne's hartebeest,-1.22667,35.12278
5006,Impala / Black-faced impala,-1.22667,35.12278
5008,Thomson's gazelle,-1.22667,35.12278
5009,Topi / Tsessebe antelope,-1.22667,35.12278
5010,Common warthog / Desert warthog,-1.22667,35.12278
5011,Waterbuck,-1.22667,35.12278
5012,White-bearded wildebeest / Blue wildebeest,-1.22667,35.12278
5013,Burchell's zebra / Plains zebra / Common zebra,-1.22667,35.12278
5016,African elephant,-2.41972,34.63
5017,Impala / Black-faced impala,-2.21611,34.25028
5018,Topi / Tsessebe antelope,-2.21611,34.25028
5020,Hartebeest / Swayne's hartebeest,-2.21611,34.25028
5021,Giraffe,-2.21611,34.25028
5022,Waterbuck,-2.21611,34.25028
5023,Common warthog / Desert warthog,-1.60917,34.87944
5024,Common eland / Eland,-2.41972,34.63
5026,Impala / Black-faced impala,-24.01139,31.48417
5027,Burchell's zebra / Plains zebra / Common zebra,-24.01139,31.48417
5028,White-bearded wildebeest / Blue wildebeest,-24.01139,31.48417
5029,Waterbuck,-24.01139,31.48417
5061,Impala / Black-faced impala,-2.42139,34.82139
5062,Topi / Tsessebe antelope,-2.42139,34.82139
5063,Hartebeest / Swayne's hartebeest,-2.42139,34.82139
5064,Giraffe,-2.42139,34.82139
5065,Waterbuck,-2.42139,34.82139
5066,Impala / Black-faced impala,-1.60917,34.87944
5067,Topi / Tsessebe antelope,-1.60917,34.87944
5068,Hartebeest / Swayne's hartebeest,-1.60917,34.87944
5069,Giraffe,-1.60917,34.87944
5070,Waterbuck,-1.60917,34.87944
5074,Grey whale / Gray whale,64,-170.46667
5081,Harbour seal,58.58333,-161.75
5085,Coyote,47.5125,-99.53028
5086,Red fox,47.5125,-99.53028
5087,Coyote,46.54917,-102.49139
5088,Red fox,46.54917,-102.49139
5089,Coyote,47.51028,-96.99472
5090,Red fox,47.51028,-96.99472
5190,Eurasian otter / European river otter,54,-2
5191,Eurasian otter / European river otter,52,-3
5192,Eurasian otter / European river otter,57,-4
5219,Greater one-horned rhino,26.79972,91.22528
5220,Greater one-horned rhino,26.79972,91.22528
5221,Greater one-horned rhino,26.16667,91.83333
5222,Greater one-horned rhino,26.53333,92.8
5223,Greater one-horned rhino,24.36861,87.81333
5224,Greater one-horned rhino,28.50972,80.67167
5225,Greater one-horned rhino,28.395,84.12778
5226,Greater one-horned rhino,29.46667,71.98333
5243,Oribi,-1.60167,34.79
5244,Dwarf mongoose,-2.32306,34.78611
5245,Banded mongoose,-2.32306,34.78611
5246,Slender mongoose,-2.32306,34.78611
5247,Kob,10.35,14.33333
5248,Spotted hyaena,-3.66,34.79
5249,Golden jackal,-3.66,34.79
5250,Bat-eared fox,-3.66,34.79
5251,Topi / Korrigum / Tiang,10.35,14.33333
5252,Roan antelope,10.35,14.33333
5253,Red-fronted gazelle,10.35,14.33333
5254,Bohar reedbuck / Bohor reedbuck,10.35,14.33333
5255,African buffalo / Cape buffalo,-28,32
5256,African buffalo / Cape buffalo,-28,32
5257,White-bearded wildebeest / Blue wildebeest,-23.83333,31.5
5258,Burchell's zebra / Plains zebra / Common zebra,-23.83333,31.5
5259,Impala / Black-faced impala,-23.83333,31.5
5260,Giraffe,-23.83333,31.5
5261,Greater kudu,-23.83333,31.5
5262,Waterbuck,-23.83333,31.5
5263,Common warthog / Desert warthog,-23.83333,31.5
5264,Sable antelope,-23.83333,31.5
5265,Roan antelope,-23.83333,31.5
5266,Topi / Tsessebe antelope,-23.83333,31.5
5267,Common eland / Eland,-23.83333,31.5
5268,African buffalo / Cape buffalo,-23.83333,31.5
5269,Markhor,35.84667,71.78417
5270,Markhor,35.88333,71.8
5306,Antarctic fur seal,-53,73.5
5308,Pantropical spotted dolphin,5,-120
5309,Eastern spinner dolphin,5,-120
5316,European beaver / Eurasian beaver,53,28
5317,European beaver / Eurasian beaver,59,26
5318,European beaver / Eurasian beaver,64,26
5319,Beaver,64,26
5320,European beaver / Eurasian beaver,57,25
5326,European beaver / Eurasian beaver,56,24
5327,European beaver / Eurasian beaver,52,20
5328,Bighorn sheep,55,-125
5330,Southern white rhinoceros / Northern white rhinoceros,0,25
5331,Southern white rhinoceros / Northern white rhinoceros,15,30
5332,Southern white rhinoceros / Northern white rhinoceros,-22,24
5333,Southern white rhinoceros / Northern white rhinoceros,1,38
5334,Southern white rhinoceros / Northern white rhinoceros,-22,17
5335,Southern white rhinoceros / Northern white rhinoceros,-30,26
5336,Southern white rhinoceros / Northern white rhinoceros,-26.5,31.5
5337,Southern white rhinoceros / Northern white rhinoceros,-15,30
5338,Southern white rhinoceros / Northern white rhinoceros,-19,29
5348,Black rhinoceros,-6.26472,12.78167
5349,Black rhinoceros,-22,24
5350,Black rhinoceros,6,12
5351,Black rhinoceros,7,21
5352,Black rhinoceros,12.72472,14.90417
5353,Black rhinoceros,8,38
5354,Black rhinoceros,1,38
5355,Black rhinoceros,-14.86694,35.335
5356,Black rhinoceros,-18.25,35
5357,Black rhinoceros,-22,17
5358,Black rhinoceros,-1.63694,30.70917
5359,Black rhinoceros,6,48
5360,Black rhinoceros,-30,26
5361,Black rhinoceros,15,30
5362,Black rhinoceros,-26.5,31.5
5363,Black rhinoceros,-6,35
5364,Black rhinoceros,2,33
5365,Black rhinoceros,-15,30
5366,Black rhinoceros,-19,29
5371,White-tailed deer,48,-92
5373,Grey wolf / Gray wolf,48,-92
5462,Wild ass / Kulan,47.91667,106.88333
5463,Topi / Tsessebe antelope,-19.58333,29.25
5476,Impala / Black-faced impala,-19.58333,29.25
5477,Common warthog / Desert warthog,-19.58333,29.25
5488,Burchell's zebra / Plains zebra / Common zebra,-19.58333,29.25
5489,Sable antelope,-19.58333,29.25
5494,Reindeer / Caribou,75.66667,-100
5589,White-bearded wildebeest / Blue wildebeest,-2.41667,35
5593,African buffalo / Cape buffalo,-2.41667,35
5594,African elephant,-3.66,34.79
5595,African elephant,-1.49,35.14389
5596,Topi / Tsessebe antelope,-3.66,34.79
5597,Impala / Black-faced impala,-3.66,34.79
5598,Mesic four-striped grass rat,-33.08333,26.75
5602,Pygmy mouse,-33.08333,26.75
5603,Southern multimammate mouse,-33.08333,26.75
5604,Namaqua micaelamys / Namaqua rock rat,-33.08333,26.75
5606,Bush karroo rat,-33.08333,26.75
5607,Vlei rat,-33.08333,26.75
5608,Puched mouse,-33.08333,26.75
5611,Ugandan red colobus,0.45833,30.40028
5615,Ugandan red colobus,0.45833,30.40028
5616,Ugandan red colobus,0.45833,30.40028
5617,Banded leaf monkey,4,102.57972
5618,Banded leaf monkey,4,102.57972
5619,Banded leaf monkey,4,102.57972
5620,Banded leaf monkey,4,102.57972
5621,Dusky leaf monkey,4,102.57972
5622,Dusky leaf monkey,4,102.57972
5623,Dusky leaf monkey,4,102.57972
5624,Dusky leaf monkey,4,102.57972
5625,Nicobar crab-eating macaque,4,102.57972
5626,Nicobar crab-eating macaque,4,102.57972
5627,White-handed gibbon,4,102.57972
5628,White-handed gibbon,4,102.57972
5629,White-handed gibbon,4,102.57972
5630,White-handed gibbon,4,102.57972
5631,Red howler monkey,8.56667,-67.58333
5632,Mantled howler monkey / Golden-mantled howling monkey,10.86972,-85.73167
5633,White-faced capuchin,10.86972,-85.73167
5634,Ring-tailed lemur,-23.64611,44.6075
5635,Ring-tailed lemur,-19.01667,46.78333
5636,Asian elephant,25.94806,92.76778
5652,Vaquita,31.3,-114.41667
5653,Wild ass / Kulan,35.45,56.59778
5654,Southern elephant seal,-37.8425,79.59417
5655,Northern bottlenose whale,44,-59
5657,Southern sea lion / South American sea lion,-44,-68
5659,Southern sea lion / South American sea lion,-44,-68
5661,Tonkin snub-nosed monkey,22.3625,105.42361
5662,Tonkin snub-nosed monkey,22.3625,105.42361
5663,Tonkin snub-nosed monkey,22.20111,105.09583
5664,Tonkin snub-nosed monkey,22.91333,105.19111
5665,Tonkin snub-nosed monkey,22.77194,105.9725
5666,Urial,32.83,71.62972
5667,Urial,31.15,68
5668,Humpback whale,-25.26528,152.85917
5669,Markhor,31.25,68
5670,Humpback whale,19.99194,-156.00639
5671,Chimpanzee,6.5,-9.5
5672,Humpback whale,21.41417,-157.61278
5673,Chimpanzee,8.5,-11.5
5674,Chimpanzee,17,-4
5675,Chimpanzee,8,-5
5676,Chimpanzee,11,-10
5677,Chimpanzee,-1,11.75
5679,Humpback whale,20,-70
5680,Hippopotamus,-0.35722,29.48778
5683,North Atlantic right whale,45,-66
5684,North Atlantic right whale,43.16667,-65.08333
5685,Harbour seal,60.57667,-146.99111
5686,Koala,-28.92889,153.31639
5687,Koala,-37.41667,144.56667
5688,Koala,-33.58,151.32917
5689,Sperm whale,41.68333,-164.05
5690,Forest elephant,6.96667,-1.26667
5691,Forest elephant,6.8,-2.51667
5693,Forest elephant,5.45,-1.41667
5694,Forest elephant,5.73972,-2.94167
5695,Forest elephant,6.61667,-3.45
5696,Forest elephant,6.83333,-3.4
5710,Eurasian otter / European river otter,42.33333,11.56667
5712,Eurasian otter / European river otter,40.21667,16.73333
5725,Sea otter,60.35778,-147.41306
5726,Sea otter,60.10917,-147.34111
5754,Grey whale / Gray whale,52.08333,143.08333
5767,Common opossum,8.55,-83.58333
5772,Northern tamandua,8.55,-83.58333
5776,Common long-nosed armadillo / 9-banded armadillo,8.55,-83.58333
5779,Coatimundi / White-nosed coati,8.55,-83.58333
5780,Long-tailed otter / Neotropical otter,8.55,-83.58333
5804,Insular flying-fox / Tongan flying fox,-14.28333,-170.7
5813,Jaguar,8.55,-83.58333
5814,Arctic fox,63.5,15
5815,Arctic fox,65,18
5816,Arctic fox,67,21
5817,Arctic fox,64.60333,-21.17833
5818,Yellow-necked field mouse,52.53333,13.41667
5819,Water vole,48.78333,9.21667
5820,Water vole,46.98333,6.6
5821,Northern short-tailed shrew,45.57,-73.19
5822,Bank vole,63.25,15.58333
5823,Bank vole,68,27
5824,Bank vole,63.1,23.08333
5825,Bank vole,54.88333,37.41667
5826,Bank vole,64.15,28.41667
5827,Bank vole,55.66667,36.83333
5828,Bank vole,63,30
5829,Bank vole,67.91667,33.01667
